;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;early_access;review_length
34;For The Warp;the game is pretty well done on the deck building i also like how there is no discard pile mechanic to the game game play itself is literally challenging depending on your card draws and deck build the game does a good job on making me think if i should add more cards to the deck or stay with a small deck i really wish the devs would have some type of controller support to the game though all in all the game is fluid and really solid im looking forward to the future updates to this game;10.9;1.0;0.0;123.0;11 January, 2021;True;492
36;For The Warp;ftl meets slay the spire loving it hope to see a lot more ships and systems in the future cant wait;20.2;1.0;1.0;21.0;16 July, 2020;True;100
37;For The Warp;this has a lot of potential i like the style and art a lot the gameplay is ftl meets slay the spire or any other deckbuilder basically its fun so far but definitely needs balancing and a lot of work as its early access im hopeful itll be a great game im glad i picked it up;0.6;1.0;0.0;1886.0;05 May, 2021;True;274
39;For The Warp;i enjoy it however needs some more work i think i especially enjoyed the carrier ship and the drones was pretty fun;1.0;1.0;0.0;104.0;02 April, 2022;False;115
40;For The Warp;2020 product received for free  early access review refreshing to see another pixel sci-fi game rouge like elements are a lot of fun and i was really into it made for a good stream   surprisingly complex and a lot of replayability;3.1;1.0;1.0;873.0;07 April, 2020;False;230
41;For The Warp;a pretty nice slay the spire alike but in space i see it has sectors based exploration which is similar to the ftl exploration as well so far i enjoyed the game might make a few vids on it as well;19.5;1.0;1.0;148.0;01 April, 2020;True;197
43;For The Warp;if you like card games that throws balance out of the equation because its single player this games got it all abuse the game mechanics make tiny decks make one turn kill decks make first turn kill deck make combos that ramp damage to 4 digits no run is the same and they hardly ever turn out the way you want fun times cant wait to see more content;56.7;1.0;1.0;68.0;05 July, 2021;True;350
45;For The Warp;good game looks sounds and plays great  theres a lot of variety to the cards with plenty of synergies for a player capitalise on when you play some battle-winning combo youll feel like a genius  im looking forward to seeing how the game grows during early access;7.6;1.0;0.0;979.0;28 March, 2020;True;263
46;For The Warp;rogue-like deckbuilder in spaaaaaaaaaaaaace its amazing my only concern its that theres this weird feature that makes you play the game for 6 hours non-stop as soon as you install it dont know if they should patch it but my eyes hurt;17.3;1.0;0.0;275.0;15 January, 2021;True;234
47;For The Warp;up and coming pixel art gem of a game great stff;46.6;1.0;0.0;489.0;04 February, 2021;True;49
48;For The Warp;not as good as some of the card rougelights out there but still not terrible  has a lot of annoying little bugs though cards not doing what they say no display for your ship about status effects  the deck building also needs another balance pass some cards are just not any good;12.0;1.0;0.0;519.0;27 April, 2022;False;278
49;For The Warp;fun for a few hours seems poorly balanced i beat the game on my second try by using an infinite healing infinite money infinite stun all enemies loop;6.1;1.0;0.0;653.0;05 April, 2020;True;150
52;For The Warp;game is okay a little too easy for my liking for the average roguelike card builder wish it was harder made it through on first clear on first attempt;2.0;1.0;0.0;127.0;28 August, 2021;True;151
53;For The Warp;game is clearly in super early access but it is fun the design art and music are all good just need more of everything keep up the good work team and this will be a solid keeper;11.2;1.0;0.0;112.0;19 January, 2021;True;178
56;For The Warp;first time i sat down to play it five hours later im having fun cant wait to see whats next;38.6;1.0;0.0;178.0;05 January, 2021;True;92
57;For The Warp;great game play with really good replayability;51.0;1.0;0.0;200.0;03 April, 2022;False;47
58;For The Warp;fantastic card game keeps me wanting to come back for more cant wait for future updates plenty to enjoy now;45.9;1.0;1.0;103.0;30 March, 2020;True;108
59;For The Warp;a great start to a nice little deck-builder it has quite a few combos that work well and a few ships you can play as with different capabilities i do wish there were more to the game and i also wish the game loaded faster than it does;96.3;1.0;0.0;332.0;22 November, 2021;True;235
60;For The Warp;fun game kind of short right now but replayability is high;15.0;1.0;0.0;349.0;31 January, 2021;True;59
61;For The Warp;not much to say yet but its fun;16.0;1.0;0.0;87.0;25 December, 2021;True;32
63;For The Warp;love this game love the art direction but i wish there was more;13.1;1.0;1.0;11.0;28 October, 2021;True;64
64;For The Warp;i dont like rouge-like/lites am digging this game;4.6;1.0;0.0;728.0;05 December, 2020;True;50
65;For The Warp;a very interesting game that is still in its development stage it is already playable nice pixel graphics and music give it a try especially if you like games like slay the spire ftl etc you won`t regret it the developer is regularly listening to the feedback i highly recommend this hidden gem;16.2;1.0;2.0;16450.0;19 April, 2020;True;295
67;For The Warp;this game is extremely fun even for me someone who is new to this genre the cards in this game are pretty broken so its really fun just to destroy your enemies most of the ships you can get are pretty fair too and expressive my only issue is the last ships deck being drones and shields while i understand its suppose to be a defensive play style it low hull makes it hard to tank attacks even if the deck does give you a lot of shield card i would probably buff the shield cards but its not a big deal overall a fun game with crucial decision making wits and rng;15.5;1.0;1.0;119.0;22 April, 2020;True;564
68;For The Warp;love the draft mode in this game have had some amazing combinations of cards that were entertaining to play definitely recommend if you like card-based roguelikes looking forward to seeing what they add;6.2;1.0;0.0;495.0;21 August, 2021;True;203
69;For The Warp;solid game if you think you might be into it just go ahead and pick it up really soaks up some time took me about 10 hours till i got a playthru to beat the game multiple different ships with different playstyles to keep it interesting;14.5;1.0;0.0;163.0;04 September, 2021;True;236
71;For The Warp;this game is super super promising but there are a couple of run-killing issues with it the main one being that there sometimes isnt an end to the game you can build a deck that makes all the enemies in the final zone completely trivial and then you cant actually leave that zone because for whatever reason the warp gate is gone  once they fix this and add a little more variety to the encounters and i do only mean a little it will be up there with legends of the genre like ftl;10.6;1.0;0.0;79.0;03 January, 2021;True;481
72;For The Warp;eh its good but it isnt there yet for me;1.6;1.0;0.0;197.0;15 July, 2020;True;41
73;For The Warp;a fun game mixing slay the spire fight and into the breach map mechanics in space with great potential what do you want more a bit more variety to enemies could help maybe a bit more to the story maybe greater difference between the ships to choose from though nonetheless one of the greater early access rough-like titles out there right now which already brought my about 7 hours of very nice gaming experience so far i am curious about what else will come down the development roadmap;9.1;1.0;0.0;153.0;24 May, 2021;True;488
74;For The Warp;ftl meets hearthstone  gorgeous pixel art great music good sci-fi fun game  still early days but this shows a lot of promise the menus and interactions can use some love but the core of the game is strong and has a great foundation to grow  already getting that one more turn crave every time im on a roll and am obliterated  *update*  over 10 hours in and the game keeps getting better the new ships systems and cards change things up significantly;13.1;1.0;6.0;336.0;27 March, 2020;True;450
75;For The Warp;take one part ftl faster than light and mix in a healthy helping of slay the spire then add just a tiny pinch of halcyon 5s graphical style and you get this roguelike deckbuilder card combat game set in space while some of the strategies in the game appear to be more or less valid than others theres enough there to make the time spent worth it overall the gameplay feels both familiar and fresh at the same time  ive played it for 25 hours in one sitting and i am sure ill come back to it more in the future;29.8;1.0;0.0;1159.0;28 November, 2021;True;510
76;For The Warp;played only the 1st map but i am hooked already;2.6;1.0;0.0;476.0;15 July, 2021;True;48
77;For The Warp;ive been having a lot of fun with ftw theres definite stylistic comparisons that can be drawn between ftw and ftl with influence from slay the spire but its a standalone game given that its a rogue-like-like it can have some randomness problems but is overall pretty well balanced there isnt much of a story at this time but as of this writing alpha 061 its very early in its development looking forward to a much greater variety of content including encounters enemies and music looking forward to continued growth and evolution check it out;15.9;1.0;2.0;1207.0;07 April, 2020;True;543
78;For The Warp;early access review fine game needs more enemy types;8.3;1.0;1.0;391.0;09 January, 2022;False;52
81;For The Warp;if you like slay the spire i think youll like this game as well;23.8;1.0;1.0;79.0;11 September, 2020;True;64
82;For The Warp;addictive fun and simple one of the best most intuitive deck builders ive played id kill for a deck builder;13.4;1.0;0.0;321.0;18 October, 2021;True;108
83;For The Warp;like the little brother of slay the spire and ftl if you like one of these you will also like this the pixel art is nice the hard combos are fun and the gameplay is very fluid with clear ui and nice feedback the game just has a pleasant rhythm and addicting nature sometimes the runs are hard sometimes you manage to build you overpowered combo both are rewarding right now the content is still less than ftl and sts but both these game are unusual for the replayability i easily played 10h more than shown here one steam and still will play more great game overall;41.7;1.0;1.0;392.0;06 May, 2021;True;566
84;For The Warp;great fun space card game;5.0;1.0;0.0;146.0;09 March, 2021;True;26
88;For The Warp;beautiful pixel art good gameplay card variety is solid but not amazing;19.8;1.0;0.0;488.0;31 March, 2022;False;71
89;For The Warp;not bad at all a few _very_ minor issues here and there sound volume bugs less than stellar clickmapping etc but hopefully they stick with the development and it continues to improve;20.7;1.0;0.0;617.0;10 April, 2021;True;183
90;For The Warp;feels a little bare now needs some work on cards and decks fun;228.3;1.0;0.0;191.0;07 August, 2021;True;63
91;For The Warp;fun little alpha game basically ftl meets slay the spire with great pixel graphics still not bored after a few runs looking forward to watching it grow;9.6;1.0;1.0;181.0;17 April, 2020;True;152
92;For The Warp;i really think theres something here that could become a lot more than a simple deck builder with how the art style and soundtrack gripped me instantly looking forward to see where this goes theres a lot of potential if the gameplay gets some real depth some ftl-style random encounters would do wonders for this game as well;36.3;1.0;0.0;94.0;05 April, 2020;True;326
93;For The Warp;yes i am not normally a deck builder fan but this one wins my only real grip is there are only three ships to play as as far as i know okay now there are more ships and some of the new additions to the card types are really fun although i still think prime defence and syphon drone are essential early game;91.8;1.0;0.0;318.0;16 May, 2020;True;307
95;For The Warp;my first experience with a roguelike deckbuilder i only decided to purchase it because of the great pixel art and space theme as well as the fact that i needed a new passtime after 2 hours in i can honestly say that this will definitely be game i can play when i need a break i cant wait until the full game comes out;186.0;1.0;0.0;61.0;11 June, 2020;True;318
97;For The Warp;what i liked about this game  yes;32.7;1.0;0.0;232.0;02 February, 2021;True;34
98;For The Warp;excellent deck builder you will easily get your money back in hours played get in now before the devs spot all the broken combos;25.1;1.0;0.0;53.0;15 January, 2021;True;129
99;For The Warp;addictive gameplay;61.1;1.0;0.0;237.0;24 May, 2021;True;19
100;For The Warp;follow our curator for similar games https//storesteampoweredcom/curator/35180752-3-point-play/  space themed slay the spire + challenging + replayability = ea roguelike deckbuilding using 1 of 3 ships to reach portal encounter stations ruins friendlies and enemies with rewards great game;1.8;1.0;6.0;2973.0;05 April, 2020;True;290
101;For The Warp;very promising game waiting to see the release version;40.3;1.0;0.0;311.0;15 August, 2020;True;55
102;For The Warp;yes the game could do with more balancing and variety of events but the core gameplay is solid fun and recommended looking forward to seeing it progress out of alpha and improve even more;58.7;1.0;4.0;13.0;13 December, 2021;True;188
103;For The Warp;very fun game i had this one on my wish list for a while and waited too long to pull the trigger vivid art and music make this game just a joy to play more to come as i get more play time;38.4;1.0;0.0;244.0;07 May, 2021;True;188
104;For The Warp;pretty fun;10.8;1.0;0.0;284.0;21 August, 2021;True;11
105;For The Warp;this has easily become one of my favorite games of all time if you like ftl and the card game dominion then i highly recommend it even in early access it is really good there are a few mistakes/bugs that ive noticed but they dont affect the game play too much sometimes the damage value calculations or other things seem to be off but it usually is in favor of the user ive only played on normal mode so far but everything seems balanced and enjoyably random my only big critiques is that its too addicting to put down halfway through which can be a problem since it takes awhile to finish a game;188.5;1.0;0.0;78.0;03 January, 2021;True;597
106;For The Warp;still an early access title but already fun;36.2;1.0;0.0;336.0;08 July, 2020;True;44
107;For The Warp;a bit buggy and perhaps a little unbalanced at the time you can win if you spend a bunch of time doing fights rather than rushing the exit but pretty fun overall;52.2;1.0;0.0;71.0;16 July, 2020;True;162
110;For The Warp;its real fun decks build too big if u let it so u gotta skip a lotta card rewards be nice if u could sell cards more but im looking forward to more patches audio and visual lag every now and then and get distorted  but im sure they wil figure it out;9.8;1.0;0.0;74.0;29 March, 2020;True;250
112;For The Warp;good game;8.4;1.0;0.0;787.0;24 February, 2021;True;10
113;For The Warp;early access review enjoyable and a lot of potential but sadly lacking content finished in about 3 hours including hardcore game was released two years ago and is still early access expected more;6.5;1.0;0.0;145.0;16 January, 2022;False;195
114;For The Warp;so far so good a good rougelike with lots of different styles of play the next big step would be hide the location of the next waygate giving a longer stint on the map;7.6;1.0;0.0;371.0;15 August, 2021;True;168
115;For The Warp;this game is good as is and has potential to be even better  mechanics are very similar to slay the spire theme is pretty great and looks like the story might have some heavy background as they continue working on it  if you are willing to take a gamble or just really like the concept it is probably worth getting even if it isnt on sale;5.4;1.0;0.0;227.0;30 June, 2021;True;339
117;For The Warp;very promising early-access game and very playable in its current state if you liked ftl and slay the spire youll like this and if you didnt like one or either of them you probably wont i loved both games so im excited to see how this develops;2.7;1.0;0.0;228.0;29 December, 2020;True;244
118;For The Warp;cool game so far needs a lot more content but its in alpha ive got 5 hours in and all ships except the hidden one are unlocked and ive beat the game several times already have all the cards memorized this could be really awesome but it really needs a lot more content to get there already bored with it will check back when they update it;6.6;1.0;0.0;284.0;19 January, 2021;True;339
119;For The Warp;really enjoyable the random generation element makes it pretty cool  the bosses on galaxy 3 are kicking my ass badly d;12.3;1.0;2.0;254.0;27 March, 2020;True;119
120;For The Warp;nice and simple and yet with its challenge and that one more turn feeling;12.0;1.0;1.0;769.0;17 September, 2020;True;74
122;For The Warp;what an absolute gem of a game followed this and played on some shows here in portugal and also got the itchio version finally get to play the final version here on steam;0.7;1.0;7.0;99.0;27 March, 2020;True;171
123;For The Warp;ever played slay the spire but felt it needed more spaceships  say no more for the warp has you covered this deckbuilding game takes everything you love and potentially hate about these card game rpgs and blasts it right into space you explore systems have some friendly and not so friendly encounters wholl all throw cards your way faster than you can jump to warp speed;4.6;1.0;21.0;420.0;28 March, 2020;True;372
124;For The Warp;7/10 decent roguelike deck builder with excellent pixel graphics that is easy to pick up and enjoy it feels a little too shallow at times and like there could be more replay options to spice things up;9.5;1.0;0.0;2112.0;03 May, 2022;False;200
125;For The Warp;this game kicked actual arse best thing i have played in a long while if you dig ftl and slay the spire then get this you wont regret it the art work is stellar and the game play feels so slick aim for decent energy and defence and you will feel like a natural born killer still challenging though so stoked to see it develop huge thanks to the devs you folks are killing it bravo;44.2;1.0;3.0;401.0;31 October, 2020;True;381
126;For The Warp;guide a rogue trader hurtling through space in this deck-builder card-driven ftl combat only no crew or ship management so its very streamlined and accessible fun but well see how it develops  please follow my curator page designer plays for a truly massive number of concise and honest reviews from a 25-year veteran game designer;1.4;1.0;3.0;17122.0;29 March, 2020;True;332
127;For The Warp;its not bad its a bit rng heavy and bit light on content but it isnt overly expensive the pixel art and general gameplay mechanics are good a bit of fleshing out and variety in both fights and encounters would help along with a bit less of the aforementioned rng the fuel mechanic is kind of whatever if you have a good deck;9.9;1.0;0.0;262.0;01 April, 2022;False;324
128;For The Warp;this game is fun as long as it is in alpha that means more content as long as devs dont mess it up this one will just keep growing also im a big fan of crying suns  edit been a couple months no news hoping its not dead has some bugs its looking like abandonware still fun but looks to join the ranks of games forgotten;46.3;1.0;0.0;272.0;29 April, 2020;True;319
129;For The Warp;the difficulty spikes need ironing out but so far it is fun;38.8;1.0;0.0;135.0;28 October, 2021;True;60
131;For The Warp;played alpha 90 version and am very interested in what they will continue to do with the game;30.5;1.0;0.0;7.0;27 December, 2020;True;94
132;For The Warp;this is a great game loving the artstyle the mechanics are super fun and when combos come together its soo satisfying my whishlist would be more cards and ships and bosses and slightly more consistent text/story but even right now this is totally worth the money i cant wait to see what the three  developers add in future updates;8.2;1.0;0.0;43.0;08 February, 2021;True;331
133;For The Warp;very good plays like any good spire type game but has a way of being still very unique and its own game 10/10 even for early access;12.6;1.0;1.0;821.0;04 September, 2020;True;132
134;For The Warp;really fun deck building game the style and music of this game is really great kinda wish you didnt lose your deck when you die but i see why it is that way since you could get lucky and build a pretty op deck but other than that im excited about what they are going to add once this game gets out of early access;99.0;1.0;0.0;81.0;30 March, 2020;True;314
135;For The Warp;the balancing is not on point but the on a casual perspective it is a really nice looking and fun spaceship deckbuilding game;2.8;1.0;0.0;237.0;27 January, 2021;True;126
136;For The Warp;a great little deck builder with incredible potential very casual game that lets you lose track of hours with only basic content so far cant wait to see the improvements that they continue to make;45.0;1.0;1.0;45.0;31 March, 2020;True;197
137;For The Warp;already engaging and fun to play the pixel art is really great and what gets your attention right away despite being in eearly access i didnt notice any issues and one that i had specific to my machine configuration the developer was fast to fix;1.2;1.0;3.0;437.0;27 March, 2020;True;246
138;For The Warp;while i much prefer slay the spire to this game it is still very good so far  due to the fact there is no discard pile the game feels a lot more random until you get your deck sorted out you cant really predict what cards youre going to get unless you cycle through your entire deck which is possible based on what ive seen;5.4;1.0;0.0;207.0;27 January, 2021;True;324
139;For The Warp;solid game that scratched my itch for a space battle / deck-building / roguelike mashup this game reminds me a lot of ftl -- but i like what it is a lot better than ftl gone is the hassle of micromanagement and the pixel art is good i look forward to the future of this game;15.6;1.0;0.0;323.0;14 August, 2020;True;275
140;For The Warp;short but sweet little space deckbuilder i fail to see the rouglelike/lite aspect as different ships unlock when you defeat stage bosses but thats really not a concern  there is virtually no story here so those wanting an in-depth or even light story as you crush your enemies wont find one here this has more potential and i hope that the developer does seek out more recommendations before official launch  10/10 would answer the proximity detector alert again;4.7;1.0;0.0;81.0;27 December, 2020;True;463
141;For The Warp;a great start ill admit its unbalanced at the moment but i really like the look and feel of the game cant wait to see what else is in the pipeline;6.9;1.0;0.0;121.0;19 August, 2020;True;147
142;For The Warp;i love this game thx to xisumavoid;21.1;1.0;0.0;50.0;22 March, 2021;True;35
144;For The Warp;early access review this is a seriously underrated game i have played it through almost 20 times and it still doesnt get boring my favorite feature is the second hidden system;206.8;1.0;4.0;9.0;09 January, 2022;False;176
145;For The Warp;really fun deck builder lovely pixel art cant wait to see more cards and updates 9/10 for me;4.5;1.0;0.0;732.0;24 February, 2021;True;93
146;For The Warp;saw the yogscast play the game and bought it immediately its my first time playing a card based game and i have to say its a lot of fun;11.7;1.0;0.0;251.0;18 August, 2021;True;136
147;For The Warp;awesome game makes me think of out there with monster slayers like combat im enjoying it a lot;8.3;1.0;3.0;769.0;27 March, 2020;True;95
149;For The Warp;i found this game to be quite addictive right off the bat theres not a lot of great science fiction themed card games out there but this one is almost certainly going to be at the top of that list when its done;0.5;1.0;0.0;505.0;03 July, 2020;True;211
150;For The Warp;slay the space;6.2;1.0;1.0;379.0;01 December, 2021;True;15
151;For The Warp;early access review faster than light ftl meets monster train really excited to see how this game develops;69.7;1.0;0.0;334.0;29 January, 2022;False;106
152;For The Warp;disco disco good good;21.6;1.0;0.0;159.0;21 December, 2021;True;22
153;For The Warp;this is a fun little deck-building space combat game that scratches a lot of itches for me theres a nice variety of cards that you randomly get that challenges you to change your strategies the music is excellent and the lost in deep space vibe captures some of that ftl vibes an obvious stylistic inspiration  really enjoyable cant wait for the full game;15.4;1.0;0.0;648.0;09 May, 2020;True;356
154;For The Warp;a very enjoyable deckbuilder im a huge fan of monster train and this is scratching that same itch the art deserves a shoutout too i love the little details in the ships and stations;7.6;1.0;0.0;3526.0;04 December, 2021;True;182
155;For The Warp;enjoyable deck-builder with nice aesthetics that could use some qol improvements but still worth the price if youre looking for a new one;6.6;1.0;0.0;197.0;02 April, 2022;False;137
160;For The Warp;the game is a very fun roguelike space exploration deckbuilding card-fighter think ftl meets slay the spire  i have noticed it tends to lag during combat but its an alpha so i suppose its to be expected i hope it gets fixed soon though  also having some animations when a card is played discarded etc would be nice;8.6;1.0;10.0;177.0;27 March, 2020;True;315
161;For The Warp;a genuine gem of a game that contends with its likenesses of ftl and slay the spire it needs optimization and for the love of god drones need to fire before the enemys turn but i genuinely havent had this much fun in ages great title;17.4;1.0;0.0;239.0;29 July, 2020;True;234
162;For The Warp;if you like card-based strategy games all things considered this ones pretty cool easy to learn difficult to master luck is still an important factor but then again what card-based game doesnt need a little luck;19.9;1.0;0.0;81.0;01 August, 2020;True;212
163;For The Warp;excellent little indy ftl style game almost no bugs for an alpha high replayability factor - 301 enemies leveled on my last playthrough;56.0;1.0;0.0;26.0;06 November, 2021;True;136
165;For The Warp;really enjoy the game  simple but addictive no tutorials needed and music its great i cant wait for the actual release;7.1;1.0;0.0;117.0;02 April, 2020;True;119
168;For The Warp;game is short and rather shallow only 3 ships and 5 levels at this stage  update 4 ships and 6 levels i dont hate this game and will continue to play and update reviews still not recommended at this stage;8.6;0.0;8.0;168.0;14 July, 2020;True;205
170;For The Warp;broken game;2.7;0.0;2.0;49.0;21 February, 2021;True;12
171;For The Warp;its really plan and simple for a rouge like in its current state this is a no from me but who knows it might be better in the future;3.8;0.0;12.0;567.0;18 July, 2021;True;133
173;For The Warp;with each update the game gets harder and harder to the point if you dont get a heal card at the start even on normal you will lose your taking away any options for the game with less healing or shields;51.3;0.0;5.0;318.0;19 February, 2021;True;203
175;For The Warp;product refunded  the art is amazing but it wasnt for me im not quite sure why but it just wasnt fun to me;0.6;0.0;2.0;532.0;30 March, 2022;False;106
176;For The Warp;like other negative reviews power scaling is strange and basic survival past the first round or two seems to be based on luck if you get shield capacity and energy the battles are long and enemies are mostly uninteresting you just slug away at each other taking turns recharging shields and taking shots for the price i think there are many other better deck builders but its not awful the art and theme are very well done;10.5;0.0;7.0;441.0;06 April, 2022;False;422
177;For The Warp;disappointing some builds of the game i couldnt even play because of technical issues aspect ratio/screen region problems couldnt detect inputs etc but beyond that the game design has very large flaws there is no disincentive for going to every single square and fighting every single enemy which makes the entire experience involve no meaningful decision making and having it be extremely tedious and boring there are large balance issues with certain cards being much too efficient and easy to consistently draw due to deck size pass;2.9;0.0;1.0;85.0;29 June, 2021;True;536
178;For The Warp;this game is a -huge- slog  enemies have so much hp and the gameplay is so incredibly dull and unengaging that i could never recommend this to someone;4.2;0.0;6.0;1042.0;03 April, 2022;False;150
182;For The Warp;internet dependent  bug in the middle of the game because of that this sux;22.2;0.0;3.0;382.0;30 April, 2022;False;74
184;For The Warp;ftw doesnt have much of a story if any story it is lacking in ways to make the playable ships different all ships draw from the same card pool  the boss fights are just a big bag of health points even the final fight is no different to all the fights that came before  with a name like ftw it is going to be compared to ftl and ftl is better in every way ftw could have learnt a lot from them especially about story;18.6;0.0;12.0;465.0;06 April, 2022;False;415
185;For The Warp;just far too little content too few cards just boring;3.1;0.0;3.0;396.0;02 April, 2022;False;53
187;For The Warp;the game is ok but the total randomness of the cards really detracts starting a new game with the basic cards becomes a total luck fest on if you meet one or 3 ships if you encounter multiple 3 ship groups in a row you just plain lose the damage output balance is very weak it feels like a beta game drafting is cool but way over powered compared to the base decks;63.2;0.0;5.0;70.0;06 April, 2022;False;364
188;For The Warp;like other reviews have said the draw mechanic is nonsensical you dont draw a card from the top you draw it from a pool so you can miss a card again and again and redraw cards immediately after playing them  finished the game on my second run using an infinite loop of gattling fire got nothing for it hardcore didnt even unlock game is really basic and lacks anything to set it apart from others art is pretty nice the theme is good ran into several bugs  play monster train instead;1.7;0.0;30.0;490.0;05 August, 2020;True;484
189;For The Warp;how are you supposed to beat a cloaked boss that cant be targeted wtf;126.1;0.0;4.0;50.0;10 November, 2021;True;70
191;For The Warp;early access review kinda fun but way to meany bugs on my first run for some reason my ship did not take any damage from attack leading to an easy not fun win on my 2nd run game would 3 times when leaving events/combat the game got sort of soft locked were i had to quit to main menu and continue run to to keep playing not game breaking but very annoying;11.1;0.0;0.0;67.0;05 February, 2022;False;355
194;For The Warp;fun little game for 4 hours worth a play on offer  completed it within that time though and after that there isnt much to make me want to play more  it doesnt have the re-playablity allure that ftl had for different runs / decks and unlocks;3.8;0.0;9.0;491.0;16 July, 2021;True;241
195;For The Warp;product received for free  it really doesnt stand out at all its just another one of those deck builder games it doesnt have much in the way of charm or originality;0.7;0.0;1.0;950.0;12 May, 2022;False;164
