game_name;review_text;hours_played;rating;found_helpful;product_count;review_date
For The Warp;"Posted: October 24, 2021
EARLY ACCESS REVIEW
The concept is great, and it is fun for a little while but it gets old VERY fast.

There is much better rogue lite deckbuilders out there for similar prices.";0.4;0.0;21.0;499.0;Posted: October 24, 2021
For The Warp;"Posted: February 22
EARLY ACCESS REVIEW
Can't immediately quit and restart a new run easily. Instead forced to sit through laggy menus and scenes everytime. I'm going to re-roll those initial selections A LOT, so I'd rather not waste my time. Everything else is slow too, with no speed-up option. Why does everything take so long? Why can't I click past events?

You only get 3 (maybe 5) trinkets max, so there's no going crazy with those. Most cards seem weak, except for some really busted ones. Deck is reshuffled every turn with no discard pile(??). Better to cull your deck than build one and wait for one of the busted cards. Prices at the shops seem all over the place. Value in general seems could use some reconsidering.

Also buggy with events just not working sometimes, forcing restarts.

Some weird choices that make it more frustrating than fun.";21.5;0.0;9.0;284.0;Posted: February 22
For The Warp;"Posted: February 7, 2021
EARLY ACCESS REVIEW
This game is far too barebones currently. There is no real meaningfull synergy. The best way to beat the game is to simply remove cards from your starting deck so that you can fill it with cards that cost 0 and draws 1. It has cards that are too strong like reversing all enemy intents for 0 energy. It becomes more of a war of how much time do you wish to spend on the save rather than how great of play do you do and how interesting of a deck you can build and due to that there are never any exciting moments where you live on a sliver of health. You can tell from the first three battles if this run will be worth doing or not. Its not totally meaningless but it would need quite the rehaul to make it worth playing more than once, let alone pay for it";7.1;0.0;8.0;122.0;Posted: February 7, 2021
For The Warp;"Posted: March 28, 2020
EARLY ACCESS REVIEW
Ever played Slay the Spire, but felt it needed more spaceships?

Say no more! For the Warp has you covered. This deckbuilding game takes everything you love (and potentially hate) about these card game RPGs and blasts it right into space. You explore systems, have some friendly and not so friendly encounters who'll all throw cards your way faster than you can jump to warp speed.";4.6;1.0;21.0;416.0;Posted: March 28, 2020
For The Warp;"Posted: April 12
Misses out on a lot of what makes deckbuilders like slay the spire fun. Poorly balanced cards and repetitive encounters make this game not very enjoyable. There are also a lot of poor design decisions, like the ability to pool shield between turns and the lack of scaling damage over time that incentivises the player to play in the most boring way possible: Stack as much shield as possible every turn, then spend remaining energy on attack cards, with little to no regard for what the enemies are doing.";7.2;0.0;7.0;60.0;Posted: April 12
For The Warp;"Posted: July 16, 2021
EARLY ACCESS REVIEW
Fun little game for 4 hours. Worth a play on offer.

Completed it within that time though and after that there isn't much to make me want to play more.

It doesn't have the re-playablity allure that FTL had for different runs / decks and unlocks.";3.8;0.0;9.0;490.0;Posted: July 16, 2021
For The Warp;"Posted: January 21, 2021
EARLY ACCESS REVIEW
I don't think I can recommend For the Warp in its current state (January 2021). After three hours, I already beat the game once after 4-5 tries and I don't have that urge to try and beat the game with the other ships like I do in other roguelites.

Encounters are fairly repetitive with low variance and there doesn't seem to be much variety in enemy types. All enemies seem to do mostly the same thing just with varying HP pools. It's not even close to Slay the Spire where different encounters require you to approach the enemies differently.

Card balance seems a little off. A number of cards seem to require you to get other cards to make them useful, but there's no guarantee you're ever even going to see cards of those types. On the other hand, I have been able to make some broken combos using cards that aren't crap on their own.

There's also poor explanation of mechanics. For example, one card I've seen has the Explosive property. It sounds like it's supposed to ignore X% of armor, but it just says 0% on there. Is there something I'm missing? I also still don't understand how the Synergy keyword works with its vague description. Another card tells me it does more damage for each ""Plasma"" type in my hand, but I don't know how to tell if a card is Plasma type or not. I thought maybe it was if the card had ""Plasma"" in the name, but my starter cards with Plasma in the name didn't seem to count.

On a positive note, the game looks and sounds pretty good, although I do wish cards had more on-screen effects. The game also has a twist on deck building where there is no discard, which I find interesting. Cards you play in a turn immediately get sent back and shuffled into the deck. This causes you to approach deck building a little different than the typical deck building approach where you don't reshuffle until you've played your entire deck.

Right now, I think they need to work on card balance and make encounters actually interesting. With every encounter playing out the same, the game gets boring extremely fast.";2.9;0.0;8.0;2340.0;Posted: January 21, 2021
For The Warp;"Posted: April 1
I've played a lot of FTL and Slay the Spire as well as many other deckbuilding/exploration/roguelikes. They are my favorite games, and so I was sad that this one missed the mark for me. It looked right up my alley, but the problem was that there was just too much RNG in the way without a lot of time to counter it. I couldn't find the mechanic to scrap cards fast enough so my deck became bloated fast, and I kept running into unavoidable unwinnable fights. I investigated one space and fought some mega-ship that did 30-50 damage a shot. I had the card to escape a combat but I was dead before I drew it.

And why is my starting hand only 3 cards? When there are three ships each swinging for 9 damage on the first round and I draw 3 base attacks it's not much help. Also, 3-9 is not an acceptable range of damage for me to plan around, nor is 10-18. That's too much control for the RNG to have and I'm not interested in continuing to play until the RNG gods deem it appropriate for me to win.

I do like that your shields carry over if you don't use them, but that just means I over-shield every time and only attack when I'm above the max shield. shrink the ranges, or maybe do away with them altogether, but at least shrink them.

I'm more than willing to keep trying and to figure it out, but then there is the issue that the core mechanics were not very fun. I don't see why I need to select my ship in order to shield if I'm the only ship that's there that logically I would want to shield. Explain to me why I have to select a ship to attack if there is only one target. It would be more fun if there was a right-click default action for cards that are obvious on how a general player would use them.

Also, the cutscenes and dialog aren't fast enough for me. Put the text up there, allow me to hit enter to skip it. Every single time you approach something t h e g a m e h a s t o m a k e y o u w a i t t o r e a d t h e d e s c r i p t i o n and it bores me every time. I read fast and I don't play games to be bored. Maybe there's a setting to control this in the options, fine, but whatever the fastest setting in should be the default and there should be a setting to slow it down if you like long-drawn out time to read text because I'm going to go ahead and assume that's the minority.

It's very possible this game could hook people but for me there are too many games out there without these issues, so I can't recommend trying this out.

Make it faster, snappier, and with less instant death.";0.8;0.0;8.0;303.0;Posted: April 1
For The Warp;"Posted: July 14, 2020
EARLY ACCESS REVIEW
Game is short and rather shallow. Only 3 ships and 5 levels at this stage.

Update, 4 ships and 6 levels? I don't hate this game, and will continue to play and update reviews. Still not recommended at this stage.";8.6;0.0;8.0;167.0;Posted: July 14, 2020
For The Warp;"Posted: April 6
Like other negative reviews, power scaling is strange and basic survival past the first round or two seems to be based on luck if you get shield capacity and energy.
The battles are long and enemies are mostly uninteresting. You just slug away at each other taking turns recharging shields and taking shots.
For the price I think there are many other better deck builders, but it's not awful. The art and theme are very well done.";10.5;0.0;7.0;441.0;Posted: April 6
For The Warp;"Posted: July 18, 2021
EARLY ACCESS REVIEW
its really plan and simple for a rouge like. in its current state this is a no from me. but who knows it might be better in the future.";3.8;0.0;12.0;567.0;Posted: July 18, 2021
For The Warp;"Posted: March 29
Sometimes after you choose a card reward the game just stops. You can open menu and everything, but you can´t continue playing. That is a critical bug in my opinion and I can´t recommend this game because of it.";0.9;0.0;11.0;2289.0;Posted: March 29
For The Warp;"Posted: March 29
I thought they'd fix the problems the game had in early access. They didn't.
(Poor game balance primarily)";6.4;0.0;8.0;278.0;Posted: March 29
For The Warp;"Posted: December 13, 2021
EARLY ACCESS REVIEW
Yes, the game could do with more balancing and variety of events, but the core gameplay is solid, fun and recommended. Looking forward to seeing it progress out of Alpha and improve even more.";57.1;1.0;4.0;13.0;Posted: December 13, 2021
For The Warp;"Posted: August 21, 2021
EARLY ACCESS REVIEW
For the Warp is like many Roguelike Deck builders, but not the addictive properties of games like, Slay the Spire.
By no means, is FtW a bad game. In this Early Access, the game is solid. I think I've only experienced one bug, and could not replicate it (My ship that just disappeared, and could not move).
Cards and interactions with enemies are what you expect. They're balanced. I think I've cleared three runs out of my ten.
Onto their Draft.
One of the best things, is it's auto unlocked. For those of us who love sealed and drafts, Devs, great job.

Unfortunately, there doesn't seem to be a large card pool. While each ship starts off with a different deck of cards. Each ship can branch out and do something the others can. With such a small card pool, decks do feel rather similar. I hope as time goes on, more cards are added.
Overall, I would recommend this game.";6.9;1.0;4.0;265.0;Posted: August 21, 2021
For The Warp;"Posted: July 30, 2020
EARLY ACCESS REVIEW
its extremely broken and nearly unplayable graphics settings dont work, no settings stay after closing the game, it doesnt save or saves just before the end of a previous run but not the one i was just doing. a lot of the cards just dont do anything, text boxes and overlays and graphics either dont display or are stuck on the screen and stops any progression combined with the saving issue makes it an ironman run every time with the chance of finding a new card that does nothing and that'll clutter the small deck and kill you.

There's promise but It's very far from being worth the 15 bucks or the frustration of the experience it needs a lot of work before its ready.";26.7;0.0;7.0;123.0;Posted: July 30, 2020
For The Warp;"Posted: April 2
Really nice on the surface: concept, artstyle, music...the first few runs are really fun.

I really wish I could give a reccomendation, but it's very unbalanced and repetitve:
If you get the right (aka broken) combinations of cards/upgrades at the beginning: easy win.
Or you don't, then it's almost a guaranteed loss.

Also, some qol improvements would be really nice: clear indicators for active powerups or status effects, support for 21:9 resolutions, etc.

Changes from the early access version are almost not noticable, except the new cards.
Would love to love it, but can't as it is right now.";17.1;0.0;5.0;111.0;Posted: April 2
For The Warp;"Posted: March 27, 2020
EARLY ACCESS REVIEW
The game is a very fun roguelike space exploration deckbuilding card-fighter (think FTL meets Slay the Spire)

I have noticed it tends to lag during combat, but it's an Alpha so I suppose it's to be expected (I hope it gets fixed soon though)

Also, having some animations when a card is played, discarded, etc. would be nice";8.6;1.0;10.0;177.0;Posted: March 27, 2020
For The Warp;"Posted: August 15, 2020
EARLY ACCESS REVIEW
In it's current form - avoid.

The card design is extremely simple, the diversity between 'ships' limited, the difficulty is extremely low and, perhaps worst of all, it's so utterly slow.

Both because of animation speeds, enemy health/shield pools, and the limited damage output of even your most synergy-dependant, powerful attacks, battles take a very long time by ""roguelite deckbuilder"" standards (though perhaps you may be used to the pace if you've played a lot of Deck of Ashes). But a big issue is that each map - of the 5 you go through for one 'run' of the game - is filled to the brim with enemy encounters and there's very rarely anything stopping you from going through all of them, plus the myriad of beneficial random encounters and 'quest'-like events dragging you back and forth over the map very, very slowly.

I suspect the ""Fuel"" mechanic - as well as your health limits - is intended to prevent you from just fighting constantly for huge quantities of money and other partial benefits, but it fails to function because there are cards that let you easily earn Fuel in-battle, as well as heal in-battle, as well as even permanently remove selected cards from your deck in-battle. As a result, you can easily just leave 1 enemy alive in a battle then spend all of the time you need healing to full, optimizing your deck and restocking your fuel (until the enemy eventually runs away).

In its current state, a very poor handling of in-battle resources with out-of-battle, run-long resources leaves a glacially paced, unfulfilling and fundamentally boring game, lacking inventive classes, deckbuilding, story or much of anything else. I do give some credence to the aesthetic and theming of the game, but even that runs dry quickly when there appears to be as little as 3 (4?) visually distinct enemies per map, and (not counting bosses) seemingly only about 18 or so types of enemies in the game.

And those 18 enemy types are painfully similar. In fact, same with bosses. Enemies just... attack you for X-Y damage, shield themselves (basically self-heal) for X-Y damage, and... that's actually almost it. Occasionally they will take an offensive action like decrease your max shield or place an absolutely trivial damage-over-time effect to you (like ""1 damage over 3 turns"" at a time when enemies are regularly doing 10-14 damage with regular attacks). Occasionally an enemy may spawn a new enemy which... just does the same thing. Deal X-Y damage, shield themselves for X-Y, or do some minor amount of DoT or max shield decrease.

On top of all of the many issues, even if they fixed the ability to exploit battles to maximize all of your resource gains too easily, your cards are both super slow and yet they easily let you break the game. In my first battle, I was just playing a ""barrel roll"" card every turn rendering me literally immune to damage on each turn, and there seemed to be no penalty or limitation to doing so.

Bad balance, minimal content, minimal variety, minimum difficulty, terrible pacing. This is, sadly, probably the worst deckbuilding roguelike game I've played on Steam.";2.9;0.0;4.0;378.0;Posted: August 15, 2020
For The Warp;"Posted: April 6
The game is ok, but the total randomness of the cards really detracts. Starting a new game with the basic cards becomes a total luck fest on if you meet one or 3 ships. If you encounter multiple 3 ship groups in a row you just plain lose. The damage output balance is very weak. It feels like a beta game. Drafting is cool, but way over powered compared to the base decks.";63.2;0.0;5.0;70.0;Posted: April 6
For The Warp;"Posted: February 26, 2021
EARLY ACCESS REVIEW
I love the art style and design of the game. I have beaten the game on hardcore and draft with every ship. The game in its current state is very minimalistic. Each run through you need to eliminate most of the starter cards. Mass Driver is essential for every single deck, this card needs to have a chance to be permanently destroyed each time it is used. I can make perfect draw decks with Mass Driver. The game is very easy simply by getting a few heal cards and getting as many +to max shield cards. What the game lacks most is meaningful interactions with aliens. They need to hire some cartoonists or comic strip writers to make some satirical and fun interactions with aliens. The game is too easy, I can gauranteed win every single run through by farming a zone. This game needs to take a note from Slay the Spire and Hades by adding some scaling difficulty modifiers to keep players challenged and interested. I do recommend this game, but many updates need to come.";120.3;1.0;3.0;130.0;Posted: February 26, 2021
For The Warp;"Posted: August 17, 2020
EARLY ACCESS REVIEW
Way too short and it's not just for the game being in Early Access. I don't see much that could be put into this.
This game has great mechanics, card creation, kinda nice map movement although it's not my favorite, but what bothers me most is time you can play it. Taking similar titles like Faster than light or Into the Breach they give you much more ""replay-ability""
Not taking into considaration Slay the Spire which I'm not going to say this game is based on, but is in similar style yet it makes you play over and over again.

Overall Very nice game but price - play-time ratio is not worth it. I really wish I'm wrong here and devs have some ways like better campain in plan. I would really look forward that";3.3;0.0;3.0;72.0;Posted: August 17, 2020
For The Warp;"Posted: November 17, 2020
EARLY ACCESS REVIEW
For the warp is awesome!

the team has a lot of future additions planned but even as it is, it's a solid game, every playthrough is different and interesting.

the artwork is awesome, i'm a sucker for pixel graphics and this game sports some of the best.

i'm 60 hours in and i'm sure i'll still feel as enthusiastic about this game in another 60 hours.

if you love turn based games
if you love pixel art
if you love space

buy this.
it's worth every cent. and we need to throw as much money as we can to the devs Massive Galaxy so that they can continue to make games as awesome as this one.

in fact, if you even got as far as reading this review then you already know that you want this game.

buy it!";111.5;1.0;3.0;177.0;Posted: November 17, 2020
For The Warp;"Posted: April 3
This game is a -HUGE- slog.

Enemies have so much hp and the gameplay is so incredibly dull and unengaging that I could never recommend this to someone.";4.2;0.0;6.0;1042.0;Posted: April 3
For The Warp;"Posted: April 2
Just far too little content, too few cards. just boring";3.1;0.0;3.0;396.0;Posted: April 2
For The Warp;"Posted: March 27, 2020
EARLY ACCESS REVIEW
What an absolute gem of a game.
Followed this and played on some shows here in Portugal and also got the Itch.io version.
Finally get to play the final version here on Steam.";0.7;1.0;7.0;99.0;Posted: March 27, 2020
For The Warp;"Posted: February 9, 2021
EARLY ACCESS REVIEW
This still feels like it's in early access, and could use some work before it's set. At the moment, the controls are a little clunky in terms of needing to use multiple clicks to do actions. Most of the cards you get also just don't see to offer that much opportunity for synergy - they're just small numbers boosts a lot of the time. The idea has potential overall, and it's possible a future version will make notable improvements, but it's currently hard to recommend over the other deck-builder games available on Steam.";2.5;0.0;5.0;919.0;Posted: February 9, 2021
For The Warp;"Posted: March 27, 2020
Product received for free

EARLY ACCESS REVIEW
An engaging and well executed sci-fi roguelike deckbuilding card game, where you play as a sort of rogue trader that sees his route cut off when returning with a large shipment of goods (last big score kind of situation). As a result, you have no option but to try to survive by traversing though the galaxy's most dangerous paths.

This game has, simply put, amazing pixel art and music. The mood is perfect for its genre and you will, for certain, sometimes stop just to appreciate it visually.

In terms of gameplay, the card mechanics play as a space battle, based on 4 elements - attack, shield, status effects and deck manipulation. So far I'm really liking the type of synergies you can create between cards and the amount of variation already existing. As for your ship, in this version, you start the game by selecting from only two types of ships, with different characteristics, but more are planned.

To be clear, you can tell that it's an Early Access game from the amount of existing content and a few balancing issues it still has. However, the developer is clearly listening to players and using feedback to improve overall balance (I got the game on itch.io, where he did a soft-launch, to get feedback as soon as possible, for that exact purpose). Furthermore, his roadmap already includes more content and his updates have been quite frequent, always adding new stuff and fixing issues as they arise.

Overall, I'd say the game is very promising and already quite fun. A definite recommend!";9.0;1.0;3.0;206.0;Posted: March 27, 2020
For The Warp;"Posted: January 9
EARLY ACCESS REVIEW
This is a seriously underrated game! I have played it through almost 20 times and it still doesn't get boring! MY favorite feature is the second hidden system ;)";206.8;1.0;4.0;9.0;Posted: January 9
For The Warp;"Posted: April 2
Problems with the game so far:
1. The basic ship balance is not there, nothing comes even close to the secret ship,
2. No upgrades to cards and no balance either
3. Too short for a release version.
4. Bugs out,, should be in Beta!";22.1;0.0;2.0;200.0;Posted: April 2
For The Warp;"Posted: March 31
Shallowly fun, but little depth. Some card combinations are straight up broken and now everything except that feels bad to me.

Also VERY repetitive";15.8;0.0;2.0;158.0;Posted: March 31
For The Warp;"Posted: May 3
1.0 got released and I couldn't even tell what was new. Super unfinished";31.0;0.0;1.0;82.0;Posted: May 3
For The Warp;"Posted: March 27, 2020
EARLY ACCESS REVIEW
Not too shabby, for being early access.

Picture a space-fairing version of Slay the Spire, but without as much content or variation. Since this is the absolutely bare-bones first release of this game in EA, I'll say that there's enough here to make me look forward to the progress the devs make and the certainly, the final product.

Standard card-adventure fare. Start with 3 energy, use a combo of block, attack and status cards, blow up ships and move around a map in search of treasure or death. Nice art style, nice music.

I think this should be 10 bucks. 15 bucks for the full product would be fine, but this is EA and, while fun, the game is still limited in scope.

If you like supporting devs and like card-based games, it's worth your time. If you're in zero rush for something new to check out, you might want to see how often it gets updated before you toss down your money.";35.7;1.0;4.0;964.0;Posted: March 27, 2020
