game_name;review_text;hours_played;rating;found_helpful;product_count;review_date
For The Warp;"Posted: March 31
This game reminds me of the good times I had in Slay the Spire. If you like deckbuilding, this is a great game for you. Spire was the first game that got me into deckbuilding, but it felt too rigid and linear. This one gives a lot more path choices, and as far as strats/builds go it feels more flexible.";8.7;1.0;0.0;144.0;Posted: March 31
For The Warp;"Posted: April 5, 2020
EARLY ACCESS REVIEW
Great fun! The game is very challenging and comes with a great soundtrack and beautiful art-style.
Looking forward to the content updates :)";8.5;1.0;1.0;59.0;Posted: April 5, 2020
For The Warp;"Posted: February 9
EARLY ACCESS REVIEW
Great game, although you can not sell a card for x amount of money it just does not work atm.";6.5;1.0;0.0;110.0;Posted: February 9
For The Warp;"Posted: January 29, 2021
EARLY ACCESS REVIEW
very good";9.6;1.0;0.0;995.0;Posted: January 29, 2021
For The Warp;"Posted: January 20, 2021
EARLY ACCESS REVIEW
Really fun game, great replayability. Great pixel art, good gameplay balance. Can't wait to see what's added when it goes gold.";25.3;1.0;0.0;151.0;Posted: January 20, 2021
For The Warp;"Posted: July 1, 2020
EARLY ACCESS REVIEW
Very fun turn based Rogue! LOVE IT I RECOMMEND TRYING IT";13.0;1.0;0.0;124.0;Posted: July 1, 2020
For The Warp;"Posted: November 17, 2020
EARLY ACCESS REVIEW
For the warp is awesome!

the team has a lot of future additions planned but even as it is, it's a solid game, every playthrough is different and interesting.

the artwork is awesome, i'm a sucker for pixel graphics and this game sports some of the best.

i'm 60 hours in and i'm sure i'll still feel as enthusiastic about this game in another 60 hours.

if you love turn based games
if you love pixel art
if you love space

buy this.
it's worth every cent. and we need to throw as much money as we can to the devs Massive Galaxy so that they can continue to make games as awesome as this one.

in fact, if you even got as far as reading this review then you already know that you want this game.

buy it!";111.5;1.0;3.0;177.0;Posted: November 17, 2020
For The Warp;"Posted: March 29, 2020
EARLY ACCESS REVIEW
Game is nice concept, but feels like aplha (becuse it is aplha) . Cards need to be balanced and mechanic making the game more dificult should be put in, the combat interface in quite unredable, its hard to understand what debuff i have and things like that. It is a promising alpha.";0.9;1.0;1.0;82.0;Posted: March 29, 2020
For The Warp;"Posted: June 28, 2020
EARLY ACCESS REVIEW
NoOoOoO YoU CaN't JuSt Go InFiNiTe WiTh ThE StArTiNg CaRdS

Light Destroyer: Haha Gatling gun go Brrrrrrrrrrrrrrrrrrrr";4.3;1.0;0.0;244.0;Posted: June 28, 2020
For The Warp;"Posted: December 17, 2020
EARLY ACCESS REVIEW
good";36.0;1.0;0.0;39.0;Posted: December 17, 2020
For The Warp;"Posted: May 12, 2021
EARLY ACCESS REVIEW
For The Warp

Addictive turn based gameplay in a sci-fi setting that is randomized ( lovely pixelated artstyle ) + fitting soundtrack ...> winning combination !";77.8;1.0;0.0;668.0;Posted: May 12, 2021
For The Warp;"Posted: February 26, 2021
EARLY ACCESS REVIEW
I love the art style and design of the game. I have beaten the game on hardcore and draft with every ship. The game in its current state is very minimalistic. Each run through you need to eliminate most of the starter cards. Mass Driver is essential for every single deck, this card needs to have a chance to be permanently destroyed each time it is used. I can make perfect draw decks with Mass Driver. The game is very easy simply by getting a few heal cards and getting as many +to max shield cards. What the game lacks most is meaningful interactions with aliens. They need to hire some cartoonists or comic strip writers to make some satirical and fun interactions with aliens. The game is too easy, I can gauranteed win every single run through by farming a zone. This game needs to take a note from Slay the Spire and Hades by adding some scaling difficulty modifiers to keep players challenged and interested. I do recommend this game, but many updates need to come.";120.3;1.0;3.0;130.0;Posted: February 26, 2021
For The Warp;"Posted: November 9, 2021
EARLY ACCESS REVIEW
Slay the Spire in SPAAAAAACE! The exploration element is a nice way to grind and farm bad guys before you have to exit the level. Can't wait to see what else they have in store for the game!";77.8;1.0;0.0;144.0;Posted: November 9, 2021
For The Warp;"Posted: February 1, 2021
EARLY ACCESS REVIEW
Fun little deck builder with plenty of interesting spaces to grow into.";26.5;1.0;0.0;398.0;Posted: February 1, 2021
For The Warp;"Posted: April 12
Nice artwork, nice tunes... The only truly negative thing I can say about the game is its overreliance on RNG. I get it's meant to be a ""roguelike"" but the balance or lack thereof is all over the place. I can't begin to tell you the number of runs ended in the first sector because of several clusters of enemies that all spam their attacks and leave you at half or less health past the first encounter; then the sector one enemies that enjoy their 10 ~ 23 damage attacks.

Yes, enemy attack values vary wildly unlike yours which are static. Their 'Burn damage' also pierces/ignores your Shields/Block while yours can't do the same.

That said, it's still entertaining for what it is but if the talk about its balancing or lack of certain elements common to deckbuilders of this kind puts you off, I'd suggest waiting for a sale or watching someone else play it before deciding.";9.8;1.0;0.0;701.0;Posted: April 12
For The Warp;"Posted: December 23, 2020
EARLY ACCESS REVIEW
This game is super fun if you like strategy and puzzle deck based games; this game is all about the risk vs. reward. Sometimes you get in a situation where you have ZERO chance of winning, but it is still early in development and it's part of the fun.";26.1;1.0;2.0;4.0;Posted: December 23, 2020
For The Warp;"Posted: April 21
Never played a space card game before; was better than expected.";20.9;1.0;0.0;575.0;Posted: April 21
For The Warp;"Posted: July 20, 2020
EARLY ACCESS REVIEW
Great game, still not the full release version but I'm really enjoying my time with it, cant wait to see what else gets added.";12.9;1.0;1.0;464.0;Posted: July 20, 2020
For The Warp;"Posted: May 14, 2021
EARLY ACCESS REVIEW
This game is way more fun than it has any right to be.";58.0;1.0;0.0;20.0;Posted: May 14, 2021
For The Warp;"Posted: April 1, 2020
EARLY ACCESS REVIEW
For The Warp is a good game in the making. I've put a decent amount of time into it at the time of this review (about 15 hours or so) and I feel like I've seen pretty much everything the game can throw at me by now. There are definitely some cool combos (I personally enjoy the 0 cost discard cards with the 'draw cards and gain energy when you discard' equipment) and fun gameplay but there are definitely some balance issues.

After a few run-thrus, you quickly realize that some strategies are just better than others because the cards needed for those strategies are the best cards. When I get a bad first shop and don't find many useful early cards in the first area, I end up just starting over because my deck doesn't have the defensive capabilities to survive multiple fights in the second phase. If you need specific cards to progress past the early stages of the game (I'm looking at you barrel roll/cloaking device) then what's the point of adopting any other early strategy that doesn't best support these cards?

An example of a game that I think has perfected the 'balance' concept is Slay the Spire. Any strategy can win the game if you are smart about how you play it and get the key cards/relics you need for that strategy. This game can get there, but it definitely needs work. I will say though that it's a good time while you figure it out, but once you've figured out what works and what doesn't it feels a bit stale.

I still think it's worth picking up though as long as the developers are actively making good changes to the game. Being a part of the evolution of a good game is pretty exciting and if you're okay with hitting a few snags here and there, go for it. Just remember that it's still a work in progress.";38.8;1.0;0.0;45.0;Posted: April 1, 2020
For The Warp;"Posted: April 2, 2020
EARLY ACCESS REVIEW
Very much like ""Slay the Spire"", but I think that I prefer the aesthetic a little bit more because the sound track is amazing and all of the ships are very well drawn and animated. Slay the Spire still has more content, but the content that is here is very promising. I am excited to see what else the developers plan to add.";8.4;1.0;0.0;283.0;Posted: April 2, 2020
For The Warp;"Posted: January 11, 2021
EARLY ACCESS REVIEW
Solid turn-based game. If you liked FTL and you like games with deck based combat like gloom haven this is for you. I like the music and the sound and not being followed by the big orange space fleet of FTL. Explore kill loot buy.";19.4;1.0;0.0;530.0;Posted: January 11, 2021
For The Warp;"Posted: December 28, 2020
EARLY ACCESS REVIEW
yup, its enjoyable";17.4;1.0;0.0;33.0;Posted: December 28, 2020
For The Warp;"Posted: August 13, 2020
EARLY ACCESS REVIEW
Worth a short play. Overall I would say this game has a lot of potential and the style is there. It needs a good bit of cleaning and a lot of encounter/non-combat content. I hope this sale gets it the attention it needs! I look forward to playing this some time down the road.";7.0;1.0;0.0;294.0;Posted: August 13, 2020
For The Warp;"Posted: January 11, 2021
EARLY ACCESS REVIEW
The game is pretty well done on the deck building. I also like how there is no discard pile mechanic to the game. Game play itself is literally challenging, depending on your card draws and deck build. The game does a good job on making me think if i should add more cards to the deck or stay with a small deck. I really wish the devs would have some type of controller support to the game though. All in all the game is fluid and really solid. Im looking forward to the future updates to this game.";10.9;1.0;0.0;123.0;Posted: January 11, 2021
For The Warp;"Posted: March 30
I lean on the side of recommending this game, however it seems like something about it makes me both love it and hate it. I enjoy the game play and the styling of it makes it enjoyable. But I feel like the art or game play just doesn't fit all together. Its not terrible, but it just seems like its lacking something. Like a song without a chorus. Feels like its got some good versus and its going somewhere, but it just doesn't feel complete.

I'd definitely keep this game on deck if you're on the fence about getting it, but if you feel like scratching an itch for some card battling then maybe this will be your scratch post.";0.4;1.0;0.0;816.0;Posted: March 30
For The Warp;"Posted: July 16, 2020
EARLY ACCESS REVIEW
FTL meets slay the spire, loving it hope to see a lot more ships and systems in the future. can't wait";20.2;1.0;1.0;21.0;Posted: July 16, 2020
For The Warp;"Posted: May 5, 2021
EARLY ACCESS REVIEW
This has A LOT of potential! I like the style and art a lot, the gameplay is FTL meets Slay the Spire (or any other deckbuilder basically.) It's fun so far but definitely needs balancing and a lot of work. As it's early access I'm hopeful it'll be a great game, I'm glad I picked it up!";0.6;1.0;0.0;1886.0;Posted: May 5, 2021
For The Warp;"Posted: January 19, 2021
Product received for free

EARLY ACCESS REVIEW
I have decided that i'm am going to try and get myself more involved with card games like this one, i received the product for free after hearing from a friend that he got it and rather liked it, and very glad that i did. First of all the art style i love it, gotta say though i am a sucker for pixel art, the music is very good as well and the game play is solid how it flows from map to battle sequence back to map. Id have to give this maybe a 8/10 and its still in early access so it can only go up.

Here is a video i made on it
(please note, its a first impression video NOT a review)";20.2;1.0;0.0;736.0;Posted: January 19, 2021
For The Warp;"Posted: April 2
I enjoy it, however needs some more work I think. I especially enjoyed the carrier ship and the drones was pretty fun.";1.0;1.0;0.0;104.0;Posted: April 2
For The Warp;"Posted: April 7, 2020
Product received for free

EARLY ACCESS REVIEW
Refreshing to see another Pixel Sci-Fi game! Rouge like elements are a lot of fun and I was really into it! Made for a good stream. :)

Surprisingly complex and a lot of replayability.";3.1;1.0;1.0;873.0;Posted: April 7, 2020
For The Warp;"Posted: April 1, 2020
EARLY ACCESS REVIEW
A pretty nice Slay the Spire alike, but in space... I see it has 'sectors' based exploration which is similar to the FTL exploration as well. So far I enjoyed the game, might make a few vids on it as well.";19.5;1.0;1.0;148.0;Posted: April 1, 2020
For The Warp;"Posted: May 13
This one is tough for me and may come across as a negative review, but it really isn't. I absolutely adore the overall idea of this game. A spaceship version of Slay the Spire? Hell yes! However, it often feels like it's deliberately holding the player back from having too much fun.

The game ends a zone or two too soon, right when your build is the most fun to play. The Hardcore mode levels up as you play Normal and Draft, but there's no way to level it back down again. It's stuck at Level 10 for me which makes the first zone nearly impossible out the gate. Speaking of Draft mode, it's my favorite, but some ships are just plain better for it than others, which is sad. I wish each ship had more tangible differences than just the amount of hull/shields it starts with. It's also difficult to build an efficient deck without predictable scrapping opportunities. The shop card offerings are very limited and there's no way to sell back excess equipment. I'm often swimming in credits and loaded down in stuff I don't want but can't get rid off. Definitely detracts from the overall fun of the experience.

Is it worth the price? Sure, but I was really hoping for more longevity from it. I'm giving it a recommend because I've had a good deal of fun with it, but there is a lot of room for improvement. Also, the game would be PERFECT for Steam Workshop. I can already imagine the awesome mods the community could create.";36.0;1.0;1.0;332.0;Posted: May 13
For The Warp;"Posted: July 5, 2021
EARLY ACCESS REVIEW
If you like card games that throws balance out of the equation because its single player, this games got it all. Abuse the game mechanics, make tiny decks, make one turn kill decks, make first turn kill deck, make combos that ramp damage to 4 digits. no run is the same and they hardly ever turn out the way you want. fun times, can't wait to see more content.";56.7;1.0;1.0;68.0;Posted: July 5, 2021
For The Warp;"Posted: August 20, 2020
EARLY ACCESS REVIEW
FOR THE WARP definitely a game i will be playing for a long time. Its a deck builder where you start out with a bunch of cards which during the course of your journey you can trade or sell for resources such as fuel, new weapons and ship upgrades etc. Card selection is vast and it all makes sense with the science fiction theme and how they play out. Combat is fun where you can win if you play your cards right :) even when it seems the odds against you. Keeping your shields fully charged is very important to prevent physical ship damage. You will meet others in your travels who can provide repairs for something in return or give you fuel when your running low. I think one time someone even did this for free.

When defeating a boss you will unlock a new ship with new gear adding the variety of things that can be done. Maps are areas of space you can cross any way you want while trying to avoid too many hostile encounters as you attempt to get to the warp exit location. The maps are full of random encounters such as distress calls and ruined civilizations where something foreboding happened in the past. You will also come across merchant zones where you can purchase new cards.

Music is good though at the moment i believe there are only like two or three songs. One for exploration and another for combat. Since its early access many are hoping more music will be added.

FOR THE WARP, BUY IT! PLAY IT! Embark on a epic space age journey across the galaxy where futuristic riches await with all their glory and terror!";1.6;1.0;4.0;1469.0;Posted: August 20, 2020
For The Warp;"Posted: March 28, 2020
EARLY ACCESS REVIEW
Good game! Looks, sounds, and plays great.

There's a lot of variety to the cards, with plenty of synergies for a player capitalise on. When you play some battle-winning combo, you'll feel like a genius.

I'm looking forward to seeing how the game grows during early access.";7.6;1.0;0.0;979.0;Posted: March 28, 2020
For The Warp;"Posted: January 15, 2021
EARLY ACCESS REVIEW
Rogue-like deckbuilder in spaaaaaaaaaaaaace, it's amazing! My only concern it's that there's this weird feature that makes you play the game for 6 hours non-stop as soon as you install it. Don't know if they should patch it but my eyes hurt.";17.3;1.0;0.0;275.0;Posted: January 15, 2021
For The Warp;"Posted: February 4, 2021
EARLY ACCESS REVIEW
up and coming pixel art gem of a game. Great stff";46.6;1.0;0.0;489.0;Posted: February 4, 2021
For The Warp;"Posted: April 27
Not as good as some of the card rougelights out there but still not terrible.

Has a lot of annoying little bugs though. Cards not doing what they say. No display for your ship about status effects.

The deck building also needs another balance pass. Some cards are just not any good.";12.0;1.0;0.0;519.0;Posted: April 27
For The Warp;"Posted: April 5, 2020
EARLY ACCESS REVIEW
Fun for a few hours. Seems poorly balanced. I beat the game on my second try by using an infinite healing, infinite money, infinite stun all enemies loop.";6.1;1.0;0.0;653.0;Posted: April 5, 2020
For The Warp;"Posted: August 21, 2021
EARLY ACCESS REVIEW
For the Warp is like many Roguelike Deck builders, but not the addictive properties of games like, Slay the Spire.
By no means, is FtW a bad game. In this Early Access, the game is solid. I think I've only experienced one bug, and could not replicate it (My ship that just disappeared, and could not move).
Cards and interactions with enemies are what you expect. They're balanced. I think I've cleared three runs out of my ten.
Onto their Draft.
One of the best things, is it's auto unlocked. For those of us who love sealed and drafts, Devs, great job.

Unfortunately, there doesn't seem to be a large card pool. While each ship starts off with a different deck of cards. Each ship can branch out and do something the others can. With such a small card pool, decks do feel rather similar. I hope as time goes on, more cards are added.
Overall, I would recommend this game.";6.9;1.0;4.0;265.0;Posted: August 21, 2021
For The Warp;"Posted: April 9
I enjoyed this game quite a bit, enough to play for 30 hours, but I really wish there was more meta progression (and more content!) Ships and difficulty modes are the only unlocks, and I feel it would be much more engaging/addictive if there was something more to unlock, such as different cards or bonuses. The atmosphere is good, and I enjoyed the music and art style for what it is. I did think the giant ""FTW!"" after every battle was kind of childish and annoying, but I got used to it eventually. I'd like to see some different enemies, as on some maps I felt like I was just fighting the same three enemies on every battle (yawn.) The RNG didn't bother me as much as some other people, I felt it added a layer of strategy and use for the hand-manipulating cards. I also liked that you could save mid-run. All in all, if you enjoy roguelike deckbuilders and a space setting, you'll probably have fun with this one for a little while.";32.1;1.0;1.0;522.0;Posted: April 9
For The Warp;"Posted: August 28, 2021
EARLY ACCESS REVIEW
Game is okay, a little too easy for my liking for the average roguelike card builder. Wish it was harder. Made it through on first clear on first attempt";2.0;1.0;0.0;127.0;Posted: August 28, 2021
For The Warp;"Posted: January 19, 2021
EARLY ACCESS REVIEW
Game is clearly in super early access, but it is fun. The design, art and music are all good, just need more of everything. Keep up the good work team, and this will be a solid keeper";11.2;1.0;0.0;112.0;Posted: January 19, 2021
For The Warp;"Posted: March 29, 2020
Product received for free

EARLY ACCESS REVIEW
Awesome roguelike deckbuilder. I love the variety of cards and the ability to summon drones to help you in combat.
Here is some gameplay for those curious:
YouTube™ Video: For The Warp (Roguelike Deck Builder In Space) - Pre Early Access - Let's Play, Gameplay ";2.9;1.0;2.0;275.0;Posted: March 29, 2020
For The Warp;"Posted: May 23, 2020
EARLY ACCESS REVIEW
Played the hell out of the demo, enjoyed it
Bought the game when it was released in Early Access
Found the card Mass Driver, which let me thin my deck down to 2 cards - Barrel Roll and Last Resort
Wiped out the last two sectors without taking any damage at all
The last boss set me on fire once, and made me draw one fewer card once, which allowed him to hit me for 7 hp

Overall, the game is enjoyable, but completely unbalanced - long way to go before final release

I'm gonna try the hardcore mode, but i don't expect much out of it - it'll probably have tougher enemies, so it'll be more difficult for me to assemble a dominating build, but the fundamental flaw of plain vanilla game mechanics isn't going anywhere

Also, all the enemies are the same, just different skins and stats, nothing interesting - seen one, seen 'em all

I enjoyed the game for a couple evenings. But devs, please make it more balanced, diverse, and overall more interesting";2.9;1.0;0.0;352.0;Posted: May 23, 2020
For The Warp;"Posted: January 5, 2021
EARLY ACCESS REVIEW
First time I sat down to play it... five hours later. I'm having fun, can't wait to see what's next.";38.6;1.0;0.0;178.0;Posted: January 5, 2021
For The Warp;"Posted: April 3
Great game play with really good replayability .";51.0;1.0;0.0;200.0;Posted: April 3
For The Warp;"Posted: March 30, 2020
EARLY ACCESS REVIEW
Fantastic card game. Keeps me wanting to come back for more. Can't wait for future updates. Plenty to enjoy now.";45.9;1.0;1.0;103.0;Posted: March 30, 2020
For The Warp;"Posted: November 22, 2021
EARLY ACCESS REVIEW
A great start to a nice, little deck-builder. It has quite a few combos that work well and a few ships you can play as with different capabilities. I do wish there were more to the game and I also wish the game loaded faster than it does.";96.3;1.0;0.0;332.0;Posted: November 22, 2021
For The Warp;"Posted: January 31, 2021
EARLY ACCESS REVIEW
Fun game, kind of short right now but replayability is high.";15.0;1.0;0.0;349.0;Posted: January 31, 2021
For The Warp;"Posted: December 25, 2021
EARLY ACCESS REVIEW
Not much to say yet, but it's fun.";16.0;1.0;0.0;87.0;Posted: December 25, 2021
For The Warp;"Posted: April 4
If you like the gameplay of ""Slay the spire"" and the scifi setting of ""FTL"" then you'd probably like this game. However, there are a few caveats.

1. VERY glitchy: I have had numerous occasions. HOWEVER, nothing has broken a run (IE, the UI broke, the event stopped working as usual, ect.) without being fixed by quitting to the main menu and just continuing. However, this has reset one event where I got an epic equipment and made it as if it didn't exist.

2. NO EASY STATUS ICON. if you get set on fire, you have to see it on the combat log. otherwise something happens and you wonder ""Why the heck did I lose a card this turn"" or ""Where did that 2 damage come from?""

However, in my time of playing, nothing has hampered the FTL-esque random encounter combat too badly and the combat (other than the occasional glitch that makes shields ""NON"", as well as the status thing.) too heavily.

overall, 7/10. quite fun in short bursts but can be a bit repetitive if playing for longer periods. Needs some updates and bug fixes but overall is fine.";40.0;1.0;0.0;66.0;Posted: April 4
For The Warp;"Posted: October 28, 2021
EARLY ACCESS REVIEW
love this game, love the art direction, but I wish there was more.";13.1;1.0;1.0;11.0;Posted: October 28, 2021
For The Warp;"Posted: December 5, 2020
EARLY ACCESS REVIEW
I don't like rouge-like/lites, am digging this game.";4.6;1.0;0.0;728.0;Posted: December 5, 2020
For The Warp;"Posted: April 19, 2020
EARLY ACCESS REVIEW
A very interesting game that is still in its development stage. It is already playable. Nice pixel graphics and music. Give it a try (especially if you like games like Slay the Spire, FTL, etc.). You won`t regret it. The developer is regularly listening to the feedback. I highly recommend this hidden gem.";16.2;1.0;2.0;16450.0;Posted: April 19, 2020
For The Warp;"Posted: January 17, 2021
EARLY ACCESS REVIEW
I'd recommend the game, with the caveat that it can be very frustrating, partly due to a few bugs, and how the game currently works.

I really enjoy building a deck, but it does feel too random in how you receive cards and equipment, even how you discard the cards is down to chance encounters - which makes trying to keep a lean deck really hard, unless you want pass on better cards to hold onto lots of weaker ones. Perhaps allowing the player to scrap more than one card at a time between gates, pay to ""refit"" at a shipyard,
(you can do this at big stations, but these are rare, and its very expensive so that only 1 or 2 cards are possible) or simply ""jettison"" equipment (it costs nothing, but you make nothing either) would help?

There are a few bugs:

* Occasionally pop up windows don't disappear - which can obscure the map and your ship, so you can't click to choose a direction (you can use WASD and QEZX as a workaround).
* WASD etc are not disabled when in at a space station, so it's possible to accidentally move, and exit the space station before you've done anything. Which isn't great since the space stations disappear after each visit.

Anyway, I hope that feedback helps make the game better. Despite all of the above I'm looking forward to future updates!";64.5;1.0;0.0;80.0;Posted: January 17, 2021
For The Warp;"Posted: April 22, 2020
EARLY ACCESS REVIEW
This game is extremely fun, even for me, someone who is new to this genre. The cards in this game are pretty broken, so it's really fun just to destroy your enemies. Most of the ships you can get are pretty fair too and expressive. My only issue is the last ship's deck being drones and shields. While I understand it's suppose to be a defensive play style, it low hull makes it hard to tank attacks, even if the deck does give you a lot of shield card. I would probably buff the shield cards, but it's not a big deal. Overall, a fun game with crucial decision making, wits, and rng.";15.5;1.0;1.0;119.0;Posted: April 22, 2020
For The Warp;"Posted: August 21, 2021
EARLY ACCESS REVIEW
Love the draft mode in this game. Have had some amazing combinations of cards that were entertaining to play. Definitely recommend if you like card-based roguelikes. Looking forward to seeing what they add.";6.2;1.0;0.0;495.0;Posted: August 21, 2021
For The Warp;"Posted: September 4, 2021
EARLY ACCESS REVIEW
Solid game, if you think you might be into it just go ahead and pick it up. Really soaks up some time took me about 10 hours till i got a playthru to beat the game. Multiple different ships with different playstyles to keep it interesting.";14.5;1.0;0.0;163.0;Posted: September 4, 2021
For The Warp;"Posted: 28 March, 2020
EARLY ACCESS REVIEW
This game has a lot of potential. I like its style and base mechanics. But it's hard to really see the good parts in this game right now because of some fairly dire problems:

1. Balance. There doesn't seem to be any kind of ""base rate"" these cards are built on. Like, there's a card that increases shield capacity by 1 for 1 energy. Another card charges shields by 10 for 1 energy. Another card makes a 4/2 drone for 2 energy. There's also a card called ""AI Supremacy"" that gives you 10 shield capacity, 10 shield charges, and 4 4/4 drones. Going by the established rates, this card should cost at least 19 (ignoring the fact that it also gives you all these effects in one card). Instead it costs 3. Yes it's ""mythic""... but that should mean it's maybe twice as good, not 6 or 10 times as good. Having cards this strong makes your strategy and the enemy's strategy irrelevant - you just play your card and win. Things won't be perfectly balanced... but I feel like there could be a better attempt here.

2. Easy Exploits. Like Slay the Spire, it feels like health is a resource that should slowly exhaust through a stage, and most game mechanics here seem to suggest this was the plan. But there's a card that heals you and doesn't ""deactivate"". This means it's easy to kill all but one enemy, shield up, and loop through your deck until you're healed to full. I think there's one for credits too. You shouldn't be able to get these kinds of effects so easily (ie. with a single card and some patience). Learn the lessons of the other games in this space. These cards should exhaust.

3. Do-nothing events. Whatever is in the mysterious crate, don't have it be nothing. Again, I get this is early access... but I've played the game twice, and it feels like I've opened 6 empty crates. Events don't need fancy graphics or something - just placeholder in _something_.

Anyway, if I was you, dear reader, and if I was looking for a game to play now - I'd add this game to my wishlist, and come back to it once it has had a little more time to bake. But you shouldn't forget it, because I think it could be good.";4.6;1.0;252.0;493.0;Posted: 28 March, 2020
For The Warp;"Posted: January 3, 2021
EARLY ACCESS REVIEW
this game is super super promising, but there are a couple of run-killing issues with it. The main one being that there sometimes isn't an ""end"" to the game. You can build a deck that makes all the enemies in the final zone completely trivial, and then you can't actually LEAVE that zone because for whatever reason the warp gate is gone.

Once they fix this, and add a little more variety to the encounters (and I do only mean a little) it will be up there with legends of the genre like FTL.";10.6;1.0;0.0;79.0;Posted: January 3, 2021
For The Warp;"Posted: July 15, 2020
EARLY ACCESS REVIEW
Eh it's good, but it isn't 'there' yet for me.";1.6;1.0;0.0;197.0;Posted: July 15, 2020
